Name,Homeworld,Residence,Species,Gender,Episode I,Episode II,Episode III,Episode IV,Episode V,Episode VI,First Trilogy,Second Trilogy
Kazic Pendre,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Ke Daiv,Batorine,Coruscanti,Blood Carver,Male,0,0,0,0,0,0,0,0
Ke Oleans,Unknown,Adumari,Unknown,Unknown,0,0,0,0,0,0,0,0
Keanna Li'kyna,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Kebla Yurt,Taris,Tarisians,Human,Female,0,0,0,0,0,0,0,0
Keekrim Pon,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Keela Egast,Naboo,Naboo,Human,Female,0,0,0,0,0,0,0,0
Keelin Zaariq,Unknown,Almas residents,Devaronian,Female,0,0,0,0,0,0,0,0
Keeper Of Promises,Unknown,Nirauan residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Keers Dorana,Alderaan,Alderaanians,Unknown,Unknown,0,0,0,0,0,0,0,0
Keesa,Tatooine,Tatooinians,Pa'lowick,Female,0,0,0,0,0,0,0,0
Keevy Spart,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Kefka,Unknown,Cestians,Humanoid,Male,0,0,0,0,0,0,0,0
Keiran Valn,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Kejas,Melida,Melida/Daan residents,Human,Male,0,0,0,0,0,0,0,0
Kelbo,Tatooine,Tatooinians,M'shento'su'Nikto,Male,0,0,0,0,0,0,0,0
Kelen Wordkal,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Kelkan D'vrosh,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kell Bircher,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Kell Borean,Coruscant,Coruscanti,Human,Female,0,1,0,0,0,0,1,0
Kell Tainer,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Kell Tainer's mother,Unknown,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Kellian Zell,Unknown,Mantellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Kenda,Unknown,Bakurans,Unknown,Unknown,0,0,0,0,0,0,0,0
Kendal Ozzel,Carida,Carida residents,Human,Male,0,0,0,0,1,0,0,1
Kendara Farlion,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Kendara Farlion's father,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Kendo,Unknown,Tatooinians,Rodian,Male,0,0,0,0,0,0,0,0
Kendoh Voss,Serenno,Serennian,Human,Female,0,0,0,0,0,0,0,0
Kendy Idele,Iloh,Ilohians,Human,Female,0,0,0,0,0,0,0,0
Kenholdt Ransard,Savareen,Savarians,Human,Male,0,0,0,0,0,0,0,0
Kennan Taanzer,Nadiem,Bogden residents,Human,Male,0,0,0,0,0,0,0,0
Kenth (miner),Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kenth Hamner,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Kento Marek,Unknown,Kashyyyk residents,Human,Male,0,0,0,0,0,0,0,0
Kerf,Unknown,Bastion residents,Human,Male,0,0,0,0,0,0,0,0
Kerhi hi-Lak,Tatooine,Tatooinians,Mon Calamari,Female,0,0,0,0,0,0,0,0
Keriin Haslip,Garos IV,Garosians,Human,Female,0,0,0,0,0,0,0,0
Kerl,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kerlew,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Kerred Santhe,Lianna,Lianns,Human,Male,0,0,0,0,0,0,0,0
Kerritamba,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kerrithrarr,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kesha Weebe,Draenell's Point,Draenell's Point residents,Human,Female,0,0,0,0,0,0,0,0
Kess,Unknown,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Kesselian,Unknown,Kesselians,Unknown,Unknown,0,0,0,0,0,0,0,0
Keth-Keth,Unknown,Cularin residents,Jawa,Male,0,0,0,0,0,0,0,0
Keto,Empress Teta,Tetans,Human,Male,0,0,0,0,0,0,0,0
Ketrian Altronel,Hargeeva,Hargeevans,Human,Female,0,0,0,0,0,0,0,0
Kett (Corellian),Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Ketu,Tython,Tythans,Human,Male,0,0,0,0,0,0,0,0
Keval Raffaan,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Keyan Farlander's father,Agamar,Agamari,Human,Male,0,0,0,0,0,0,0,0
Keyan Farlander's mother,Agamar,Agamari,Human,Female,0,0,0,0,0,0,0,0
Khamar,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Kharl Vanneb,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kheann,Kashir,Kashirim,Human,Female,0,0,0,0,0,0,0,0
Khiss (Human),Nar Shaddaa,Nar Shaddaa residents,Human,Male,0,0,0,0,0,0,0,0
Khoss of Knylenn,Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Khreenk,Unknown,Lamaredd residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Ki Largo,Unknown,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Kiaanta,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kiantryl Liawoon,Corellia,Corellians,Selonian,Female,0,0,0,0,0,0,0,0
Kiara Olvidan,Drewwa,Almanians,Human,Female,0,0,0,0,0,0,0,0
Kiatha,Tatooine,Tatooinians,Jawa,Male,0,0,0,0,0,0,0,0
Kibh Jeen,Unknown,Almas residents,Unknown,Male,0,0,0,0,0,0,0,0
Kiefer,Unknown,Bastion residents,Human,Male,0,0,0,0,0,0,0,0
Kier Domadi,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Kiisa Kimotte,Unknown,Talusians,Selonian,Female,0,0,0,0,0,0,0,0
Kiki Dorente,Unknown,Talusians,Selonian,Female,0,0,0,0,0,0,0,0
Kikow,Ithor,Ralltiiri,Ithorian,Male,0,0,0,0,0,0,0,0
Kilaphor Dashta,Unknown,Cestians,Unknown,Unknown,0,0,0,0,0,0,0,0
Killik Sith Lord,Alsakan,Alsakanians,Killik,Male,0,0,0,0,0,0,0,0
Kilmo,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Kilth Saanu,Unknown,Tatooinians,Zabrak,Female,0,0,0,0,0,0,0,0
Kim Klib,Cularin,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kimania,Unknown,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Kimber,Unknown,Ruusanians,Unknown,Unknown,0,0,0,0,0,0,0,0
Kimmi Chyler,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Kin Robb,Taris,Tarisians,Human,Female,0,0,0,0,0,0,0,0
Kinalos,Coruscant,Coruscanti,Unknown,Male,0,0,0,0,0,0,0,0
King Kilassin,Cularin,Cularin residents,Kilassin,Male,0,0,0,0,0,0,0,0
Kinman Doriana,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kinsdaw,Unknown,Lothalites,Unknown,Unknown,0,0,0,0,0,0,0,0
Kinuagha,Kashyyyk,Kashyyyk residents,Human,Female,0,0,0,0,0,0,0,0
Kip Bunyea,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kiph,Unknown,Onderonians,Twi'lek,Male,0,0,0,0,0,0,0,0
Kippy Martin,Naboo,Naboo,Human,Female,0,0,0,0,0,0,0,0
Kir Kanos,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Kira (Lady),Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Kira Lar,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Kirk Windjammer,Vanqor,Vanqor residents,Human,Male,0,0,0,0,0,0,0,0
Kirkin Liawoon,Corellia,Corellians,Selonian,Female,0,0,0,0,0,0,0,0
Kirlocca,Kashyyyk,Almas residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kirma Umber,Unknown,Coruscanti,Vindalian,Female,0,0,0,0,0,0,0,0
Kiro Chen,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Kirrir,Unknown,Kashyyyk residents,Human,Female,0,0,0,0,0,0,0,0
Kisa Shaki,Unknown,Tatooinians,Unknown,Female,0,0,0,0,0,0,0,0
Kissek Doran,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Kitaya Shuul,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Kitha Farlander,Agamar,Agamari,Human,Female,0,0,0,0,0,0,0,0
Kithra,Unknown,Mistryl,Human,Female,0,0,0,0,0,0,0,0
Kithriss,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Kitik Keed'kak,Huk,Tatooinians,Yam'rii,Female,0,0,0,1,0,0,0,1
Kitit,Tatooine,Tatooinians,Jawa,Unknown,0,0,0,0,0,0,0,0
Kitster Banai,Tatooine,Tatooinians,Human,Male,1,0,0,0,0,0,1,0
Kitster Chanchani Banai,Tatooine,Tatooinians,Human,Male,1,0,0,0,0,0,1,0
Kitwarr,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kivvaaa,Unknown,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Kiwu'tro'owmis,Unknown,Naporar residents,Chiss,Female,0,0,0,0,0,0,0,0
Kiza,Corellia,Corellians,Pantoran,Female,0,0,0,0,0,0,0,0
Klallor,Unknown,Cularin residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Klaus Vandangante,Corellia,Corellians,Corellian,Male,0,0,0,0,0,0,0,0
Klay Firewell,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Klef,Unknown,Coruscanti,Gran,Male,0,0,0,0,0,0,0,0
Klepa Laeel,Tatooine,Tatooinians,Bothan,Male,0,0,0,0,0,0,0,0
Klev,Unknown,Alsakanians,Human,Male,0,0,0,0,0,0,0,0
Klide,Unknown,Cularin residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Klieri,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Klintee,Tatooine,Tatooinians,Clantaani,Male,0,0,0,0,0,0,0,0
Klis Joo,Duro,Almas residents,Duros,Female,0,0,0,0,0,0,0,0
Kloo,Unknown,Cularin Belt residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Klossi Anno,Chalacta,Chalactans,Chalactan,Female,0,0,0,0,0,0,0,0
Klusoe,Corellia,Corellians,Human,Unknown,0,0,0,0,0,0,0,0
Kni,Unknown,Dantooinians,Duros,Male,0,0,0,0,0,0,0,0
Kodin,Nar Shaddaa,Nar Shaddaa residents,Quara,Male,0,0,0,0,0,0,0,0
Kodir of Kuhlvult,Kuat,Kuati,Human,Female,0,0,0,0,0,0,0,0
Kodo Arr,Unknown,Genarius residents,Human,Male,0,0,0,0,0,0,0,0
Kodo Finn,Coruscant,Coruscanti,Omwati,Male,0,0,0,0,0,0,0,0
Kodu Terrafin,Unknown,Tatooinians,Arcona,Male,0,0,0,0,0,0,0,0
Kohl Seerdon,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Kol Kotha,Unknown,Naboo,Gran,Male,0,0,0,0,0,0,0,0
Kol Nurn,Unknown,Tatooinians,Advozse,Male,0,0,0,0,0,0,0,0
Komad Fortuna,Tatooine,Tatooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Komari Vosa,Unknown,Bogden residents,Human,Female,0,0,0,0,0,0,0,0
Kongo,Mustafar,Mustafar residents,Roggwart,Male,0,0,0,0,0,0,0,0
Kono Nolan,Unknown,Manaan residents,Human,Male,0,0,0,0,0,0,0,0
Koobis (First Jedi Purge),Unknown,Telosians,Rodian,Male,0,0,0,0,0,0,0,0
Koochoo,Unknown,Saleucamians,Unknown,Unknown,0,0,0,0,0,0,0,0
Koopla Nanuk,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Kor Pastar,Cularin system asteroid belt,Cularin Belt residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Kora Ryo,Shikaakwa,Shikaakwa residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Koran Lassk,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Korfé Bennux-Ai,Celanon,Celanon residents,Unknown,Male,0,0,0,0,0,0,0,0
Kornell Divini,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Korol Solo,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Korren,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Korsin Fenn,Coruscant,Coruscanti,Bothan,Male,0,0,0,0,0,0,0,0
Korval Willic,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Kos,Unknown,Aargau residents,Human,Male,0,0,0,0,0,0,0,0
Kosa-Yin Hadu,Unknown,Almas residents,Gungan,Male,0,0,0,0,0,0,0,0
Kosaa,Unknown,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Kosh,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Kostanza Dooku,Serenno,Serennian,Human,Female,0,0,0,0,0,0,0,0
Kowen,Unknown,Thaereians,Human,Male,0,0,0,0,0,0,0,0
Krael,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kralla,Felucia,Felucia residents,Felucian,Female,0,0,0,0,0,0,0,0
Krash (Barabel),Saleucami,Saleucamians,Barabel,Male,0,0,0,0,0,0,0,0
Krayn,T'surr,Nar Shaddaa residents,T'surr ,Male,0,0,0,0,0,0,0,0
Kreel,Chagar IX,Nar Shaddaa residents,Human,Male,0,0,0,0,0,0,0,0
Kreg,Unknown,Tatooinians,Ithorian,Male,0,0,0,0,0,0,0,0
Krelman,Unknown,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Krepauk,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kres'ten'tarthi,Unknown,Nirauan residents,Chiss,Male,0,0,0,0,0,0,0,0
Kressis,Unknown,Almas residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Krezo Wasanti,Rodia,Saleucamians,Rodian,Male,0,0,0,0,0,0,0,0
Krikit,Tatooine,Tatooinians,Jawa,Male,0,0,0,0,0,0,0,0
Krin D'bis,Unknown,Almas residents,Kel Dor,Female,0,0,0,0,0,0,0,0
Krin Vel,Tatooine,Tatooinians,Twi'lek,Female,0,0,0,0,0,0,0,0
Kris Wahl,Cularin,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kritt,Unknown,Teyr residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Kritus Morven,Unknown,Naboo,Human,Male,0,0,0,0,0,0,0,0
Krizta,Cularin,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Kroj'b,Unknown,Sekotans,Unknown,Unknown,0,0,0,0,0,0,0,0
Krol-Pek,Unknown,Cularin residents,Cerean,Male,0,0,0,0,0,0,0,0
Kromer,Unknown,Tatooinians,Unknown,Female,0,0,0,0,0,0,0,0
Kron,Alderaan,Alderaanians,Unknown,Male,0,0,0,0,0,0,0,0
Krosh,Tatooine,Tatooinians,Zabrak,Female,0,0,0,0,0,0,0,0
Krotorra,Unknown,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Kruc,Unknown,Cularin residents,Kitonak,Male,0,0,0,0,0,0,0,0
Kruss Gaal,Unknown,Cularin Belt residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Krygg,Unknown,Bespinites,Ugnaught,Male,0,0,0,0,0,0,0,0
Krynda Draay,Unknown,Coruscanti,Unknown,Female,0,0,0,0,0,0,0,0
Krysguld Dartis,Savareen,Savarians,Human,Male,0,0,0,0,0,0,0,0
Kryss P'teska,Ylesia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Krystick Moonskimmer,Draenell's Point,Draenell's Point residents,Unknown,Male,0,0,0,0,0,0,0,0
Ksana,Unknown,Batuu residents,Nautolan,Female,0,0,0,0,0,0,0,0
Ksana's father,Unknown,Batuu residents,Unknown,Male,0,0,0,0,0,0,0,0
Kuat's father,Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Kuat (person),Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Kuati,Unknown,Kuati,Unknown,Unknown,0,0,0,0,0,0,0,0
Kueller,Almania,Almanians,Human,Male,0,0,0,0,0,0,0,0
Kugg,Unknown,Dodz residents,Unknown,Male,0,0,0,0,0,0,0,0
Kun Lago,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kurgan Dala,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kurka,Unknown,Nar Shaddaa residents,Hutt,Male,0,0,0,0,0,0,0,0
Kurline (Quarren),Lamaredd,Lamaredd residents,Quarren,Male,0,0,0,0,0,0,0,0
Kurlo,Unknown,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Kurth San,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kuurt,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Kylaena Haley,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Kylan DuPre,Chandrila,Chandrilans,Near-Human,Male,0,0,0,0,0,0,0,0
Kyle Katarn,Sulon,Sulonese,Human,Male,0,0,0,0,0,0,0,0
Kyle Pym,Excarga,Individuals from Excarga,Unknown,Male,0,0,0,0,0,0,0,0
Kym (Corellian),Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Kymayrr,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Kymber Black,Unknown,Demophonians,Human,Female,0,0,0,0,0,0,0,0
Kyood Vurd,Nar Shaddaa,Nar Shaddaa residents,Ugnaught,Male,0,0,0,0,0,0,0,0
Kyoopid,Endor,Endorians,Ewok,Male,0,0,0,0,0,0,0,0
Kyran Silene,Unknown,Corellians,Zabrak,Male,0,0,0,0,0,0,0,0
Kyu Tane,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Kyun Squnn,Sullust,Cularin residents,Sullustan,Female,0,0,0,0,0,0,0,0
Kéral Longknife,Shiva IV,Shiva IV residents,T'Syriél,Male,0,0,0,0,0,0,0,0
L'lacielo Sageon,Lorrd,Lorrdians,Lorrdian,Male,0,0,0,0,0,0,0,0
L4-R6,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
LBT-16,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
LM-7B,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
LS-121,Unknown,Cularin residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Laane,Unknown,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Labine,Unknown,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Lachichuk,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,1,0,0,0,1,0
Lacnor Liawoon,Corellia,Corellians,Selonian,Female,0,0,0,0,0,0,0,0
Ladonna Poe,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Ladra (servant),Drogheda,Drogheda residents,Human,Female,0,0,0,0,0,0,0,0
Lady Galney's consort,Unknown,Hapans,Human,Male,0,0,0,0,0,0,0,0
Lady Marri,Adumar,Adumari,Human,Female,0,0,0,0,0,0,0,0
Lady of Pain,Rattatak,Tatooinians,Rattataki,Female,0,0,0,0,0,0,0,0
Laera,Bakura,Bakurans,Human,Female,0,0,0,0,0,0,0,0
Lagan Ismaren,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Lah Kara,Hy Izlan,Hy Izlan residents,Human,Female,0,0,0,0,0,0,0,0
Lah Zhima,Unknown,Hy Izlan residents,Human,Male,0,0,0,0,0,0,0,0
Lair,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Lakansu,Unknown,Celwis residents,Chiss,Female,0,0,0,0,0,0,0,0
Lakbulbup,Unknown,Naporar residents,Chiss,Male,0,0,0,0,0,0,0,0
Lakris,Celwis,Celwis residents,Chiss,Female,0,0,0,0,0,0,0,0
Lalo,Unknown,Genarius residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Lalu Morwan,Terephon,Hapans,Hapan,Female,0,0,0,0,0,0,0,0
Lamorrack,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Lan's father,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Lan's mother,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Lan (Human),Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Lan Starburn,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Lana,Unknown,Tarisians,Human,Female,0,0,0,0,0,0,0,0
Lana Dobreed,Unknown,Tatooinians,Human,Male,1,0,0,0,0,0,1,0
Lanah Malo,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Lanal Darklighter,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Landonis Balthazar Calrissian,Socorro,Bespinites,Human,Male,0,0,0,0,1,1,0,1
Langer,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Lania Tanner,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Lanius Carr,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Lanius Qel-Bertuk,Almas,Almas residents,Human,Male,0,0,0,0,0,0,0,0
Lanni,Unknown,Nar Shaddaa residents,Mon Calamari,Female,0,0,0,0,0,0,0,0
Lanoree Brock's father,Tython,Tythans,Human,Male,0,0,0,0,0,0,0,0
Lanoree Brock's mother,Tython,Tythans,Human,Female,0,0,0,0,0,0,0,0
Lanu Pasiq,Dathomir,Dathomiri,Human,Female,0,0,0,0,0,0,0,0
Lanzarota Malco,Savareen,Savarians,Human,Female,0,0,0,0,0,0,0,0
Larbo,Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Larcoh,Unknown,Tatooinians,Selkath,Male,0,0,0,0,0,0,0,0
Lareen Dantara,Unknown,Naboo,Human,Female,0,0,0,0,0,0,0,0
Larence Zaprin,Unknown,Naboo,Human,Male,0,0,0,0,0,0,0,0
Larens,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Largo,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Larisselle Chatrunis,Coruscant,Coruscanti,Pa'lowick,Female,0,0,0,0,0,0,0,0
Larrim,Taris,Tarisians,Twi'lek,Male,0,0,0,0,0,0,0,0
Larry,Endor,Endorians,Alien,Male,0,0,0,0,0,0,0,0
Larry's tribe,Unknown,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Lars family,Unknown,Tatooinians,Human,Unknown,0,0,1,1,0,0,1,1
Laseema,Coruscant,Coruscanti,Twi'lek,Female,0,0,0,0,0,0,0,0
Lasko,Sulon,Ruusanians,Human,Male,0,0,0,0,0,0,0,0
Laslo Dorits,Eriadu,Eriaduans,Human,Male,0,0,0,0,0,0,0,0
Lassa Nibs,Drall (planet)|Drall,Drall,Drall,Female,0,0,0,0,0,0,0,0
Lathaam,Najiba,Najiba residents,Human,Male,0,0,0,0,0,0,0,0
Lathe (slicer),Saleucami,Saleucamians,Human,Female,0,0,0,0,0,0,0,0
Latika Garboren,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Laudica,Corellia,Corellians,Human,Female,0,0,0,0,0,1,0,1
Laze Loneozner,Tatooine,Tatooinians,Human,Male,0,0,0,1,0,0,0,1
Lazerian (people),Unknown,Lazerians,Unknown,Unknown,0,0,0,0,0,0,0,0
Lazula,Unknown,Coruscanti,Unknown,Female,0,0,0,0,0,0,0,0
Leaping Tee,Unknown,Abregado-rae,Unknown,Unknown,0,0,0,0,0,0,0,0
Led Daragon,Coruscant,Coruscanti,Human,Male,0,0,1,0,0,0,1,0
Ledaney's partner,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Ledd Pinot,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Ledis,Unknown,Cularin residents,Unknown,Female,0,0,0,0,0,0,0,0
Lee Phenets,Bespin,Bespinites,Human,Male,0,0,0,0,1,0,0,1
Leelee Pace,Unknown,Tatooinians,Zeltron,Female,0,0,0,0,0,0,0,0
Leeta Poandeu,Unknown,Talusians,Human,Female,0,0,0,0,0,0,0,0
Lef Lars,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Leia Organa's aunts,Unknown,Alderaanians,Unknown,Unknown,0,0,0,0,0,0,0,0
Leia Organa Solo,Alderaan,Alderaanians,Human,Female,0,0,1,1,1,1,1,1
Leia Skywalker Organa Solo,Alderaan,Chandrilans,Human,Female,0,0,1,1,1,1,1,1
Leidra,Melida,Melida/Daan residents,Human,Female,0,0,0,0,0,0,0,0
Lejo,Unknown,Batuu residents,Mon Calamari,Male,0,0,0,0,0,0,0,0
Lela Hue,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Lela Nalle Mayn,Commenor,Commenori,Human,Female,0,1,0,0,0,0,1,0
Lelek,Tatooine,Tatooinians,Jawa,Female,0,0,0,0,0,0,0,0
Lem Trudo,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Lemayne,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Len Markus,Unknown,Cularin Belt residents,Human,Male,0,0,0,0,0,0,0,0
Lenovar,Concord Dawn,Concord Dawn residents,Human,Male,0,0,0,0,0,0,0,0
Lens Kamo,Unknown,Batuu residents,Humanoid,Female,0,0,0,0,0,0,0,0
Leon Kovalski,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Leonia Tavira,Eiattu 6,Eiattuans,Human,Female,0,0,0,0,0,0,0,0
Leor Hal,Zonama Sekot,Sekotans,Human,Male,0,0,0,0,0,0,0,0
Lero Danthe,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Lerron,Alderaan,Alderaanians,Unknown,Male,0,0,0,0,0,0,0,0
Lesia,Naboo,Naboo,Unknown,Female,0,0,0,0,0,0,0,0
Leslomy Tacema,Unknown,Tatooinians,Duros,Female,0,0,0,0,0,1,0,1
Lestra Oxic,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Lethbridge Grimes,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Letta Turmond,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Level Three,Unknown,Naboo,Unknown,Unknown,0,0,0,0,0,0,0,0
Levi Schoen,Alderaan,Alderaanians,Unknown,Androgyne,0,0,0,0,0,0,0,0
Levier,Corellia,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Lex Kempo,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Lexhannen Torlock,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Leyli,Unknown,Tralusians,Selonian,Female,0,0,0,0,0,0,0,0
Lha-Mi,Tython,Tythans,Talid,Male,0,0,0,0,0,0,0,0
Lhojugg,Tatooine,Tatooinians,Nimbanel,Male,0,0,0,0,0,0,0,0
Liaan Lah,Zonama Sekot,Sekotans,Yuuzhan Vong,Male,0,0,0,0,0,0,0,0
Liak,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Liak ke Mattino,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
